priority_rank,asset_id,department,asset_type,risk_probability,risk_score,rule_based_score,ai_priority_score,priority_category
847,ML-00102,ENGINEERING,Point & Crossing,0.5603588618504503,56.03588618504502,58.9135,57.19,MEDIUM
848,ML-02099,ENGINEERING,Point & Crossing,0.5067545708526899,50.675457085268995,66.93950000000001,57.18,MEDIUM
849,ML-01879,ENGINEERING,Track,0.5639551230421733,56.395512304217334,58.3175,57.16,MEDIUM
850,ML-03080,ENGINEERING,Point & Crossing,0.6820397587475361,68.20397587475361,40.542,57.14,MEDIUM
851,ML-04895,S&T,Axle Counter,0.5694092909942989,56.940929099429894,57.44,57.14,MEDIUM
852,ML-01105,ENGINEERING,Track,0.5082639741935463,50.82639741935463,66.543,57.11,MEDIUM
853,ML-04676,ENGINEERING,Point & Crossing,0.574214737913059,57.4214737913059,56.6125,57.1,MEDIUM
854,ML-04371,S&T,Axle Counter,0.67677009130766,67.677009130766,41.2135,57.09,MEDIUM
855,ML-00856,ENGINEERING,Point & Crossing,0.4615877170175955,46.15877170175955,73.4535,57.08,MEDIUM
856,ML-02610,ENGINEERING,Track,0.48042161493409663,48.042161493409665,70.639,57.08,MEDIUM
857,ML-01007,ENGINEERING,Bridge,0.4691316179288013,46.91316179288013,72.293,57.07,MEDIUM
858,ML-00217,ENGINEERING,Point & Crossing,0.44221836185394847,44.22183618539485,76.327,57.06,MEDIUM
859,ML-02228,S&T,Axle Counter,0.6003266367651142,60.03266367651142,52.6105,57.06,MEDIUM
860,ML-02699,S&T,Point Machine,0.512151542680865,51.21515426808651,65.82866666666666,57.06,MEDIUM
861,ML-03557,ENGINEERING,Bridge,0.42061697928828584,42.061697928828586,79.471,57.03,MEDIUM
862,ML-01455,ENGINEERING,Track,0.5283215475347646,52.83215475347646,63.2725,57.01,MEDIUM
863,ML-03602,TRD,OHE,0.47619181135955607,47.61918113595561,71.07300000000001,57.0,MEDIUM
864,ML-01183,ENGINEERING,Track,0.5219850288719632,52.19850288719632,64.2125,57.0,MEDIUM
865,ML-01136,S&T,Signal,0.418373832922313,41.8373832922313,79.717,56.99,MEDIUM
866,ML-04578,ENGINEERING,Bridge,0.6500857441158581,65.00857441158581,44.907,56.97,MEDIUM
867,ML-04356,S&T,Signal,0.6082700011355334,60.82700011355334,51.175,56.97,MEDIUM
868,ML-02190,S&T,Point Machine,0.5295578722321765,52.955787223217655,62.9555,56.96,MEDIUM
869,ML-02760,ENGINEERING,Track,0.5106769209606175,51.06769209606175,65.78,56.95,MEDIUM
870,ML-02627,TRD,OHE,0.5531085373437974,55.31085373437974,59.4035,56.95,MEDIUM
871,ML-02568,ENGINEERING,Point & Crossing,0.5582034096226467,55.820340962264666,58.6485,56.95,MEDIUM
872,ML-02342,TRD,OHE,0.6301881186254705,63.018811862547054,47.82,56.94,MEDIUM
873,ML-03214,S&T,Signal,0.5365317911118895,53.653179111188955,61.837999999999994,56.93,MEDIUM
874,ML-01981,TRD,Transformer,0.46911032260717483,46.911032260717484,71.9565,56.93,MEDIUM
875,ML-03971,ENGINEERING,Bridge,0.5873431641321908,58.73431641321908,54.1945,56.92,MEDIUM
876,ML-04692,ENGINEERING,Point & Crossing,0.49568110628788664,49.568110628788666,67.878,56.89,MEDIUM
877,ML-04877,ENGINEERING,Bridge,0.4783097068807413,47.83097068807413,70.4355,56.87,MEDIUM
878,ML-04168,TRD,OHE,0.5913482929252563,59.13482929252562,53.468500000000006,56.87,MEDIUM
879,ML-01367,TRD,OHE,0.7039178809294135,70.39178809294135,36.560166666666674,56.86,MEDIUM
880,ML-03420,TRD,OHE,0.5017334068477401,50.17334068477402,66.832,56.84,MEDIUM
881,ML-03792,TRD,Section Insulator,0.489942353860798,48.9942353860798,68.5945,56.83,MEDIUM
882,ML-02929,S&T,Signal,0.39366226689343725,39.366226689343726,83.00466666666667,56.82,MEDIUM
883,ML-03932,ENGINEERING,Bridge,0.6797855737716111,67.97855737716111,40.066,56.81,MEDIUM
884,ML-04223,S&T,Signal,0.46212967526589,46.212967526589,72.695,56.81,MEDIUM
885,ML-00483,ENGINEERING,Point & Crossing,0.6286353869556897,62.86353869556896,47.6855,56.79,MEDIUM
886,ML-01904,ENGINEERING,Track,0.691533655398913,69.1533655398913,38.2285,56.78,MEDIUM
887,ML-02195,S&T,Signal,0.482980272396056,48.2980272396056,69.507,56.78,MEDIUM
888,ML-04251,ENGINEERING,Bridge,0.6336316266671016,63.36316266671016,46.854,56.76,MEDIUM
889,ML-04484,ENGINEERING,Track,0.59820323307751,59.820323307750996,52.181,56.76,MEDIUM
890,ML-04431,ENGINEERING,Bridge,0.46590936758463175,46.59093675846317,72.009,56.76,MEDIUM
891,ML-00983,S&T,Signal,0.4682594537312702,46.82594537312702,71.64366666666666,56.75,MEDIUM
892,ML-01446,ENGINEERING,Point & Crossing,0.46619708775999064,46.619708775999065,71.957,56.75,MEDIUM
893,ML-04769,ENGINEERING,Track,0.6722167474374676,67.22167474374676,40.9935,56.73,MEDIUM
894,ML-04838,S&T,Point Machine,0.4455543982526982,44.55543982526982,74.97,56.72,MEDIUM
895,ML-00073,ENGINEERING,Bridge,0.5133924900371336,51.33924900371336,64.799,56.72,MEDIUM
896,ML-01761,S&T,Signal,0.5127714303629007,51.27714303629007,64.7415,56.66,MEDIUM
897,ML-03446,ENGINEERING,Bridge,0.40302507087114486,40.302507087114485,81.1875,56.66,MEDIUM
898,ML-04921,S&T,Point Machine,0.664698154119531,66.4698154119531,41.916,56.65,MEDIUM
899,ML-04373,ENGINEERING,Bridge,0.4854008950832576,48.540089508325764,68.7405,56.62,MEDIUM
900,ML-04563,ENGINEERING,Bridge,0.562064198665404,56.2064198665404,57.2225,56.61,MEDIUM
901,ML-03438,TRD,OHE,0.46464501507119293,46.464501507119294,71.80850000000001,56.6,MEDIUM
902,ML-00163,ENGINEERING,Bridge,0.5359824371557663,53.59824371557663,61.080999999999996,56.59,MEDIUM
903,ML-03029,ENGINEERING,Bridge,0.620641352303203,62.0641352303203,48.3725,56.59,MEDIUM
904,ML-03263,S&T,Point Machine,0.4206890239900008,42.06890239900008,78.3815,56.59,MEDIUM
905,ML-02946,ENGINEERING,Track,0.547675068967253,54.7675068967253,59.238,56.56,MEDIUM
906,ML-02168,S&T,Signal,0.46780324779757576,46.78032477975758,71.155,56.53,MEDIUM
907,ML-00007,S&T,Signal,0.7236547810828544,72.36547810828544,32.7545,56.52,MEDIUM
908,ML-01992,TRD,Transformer,0.6673645827105039,66.7364582710504,41.163,56.51,MEDIUM
909,ML-01506,S&T,Point Machine,0.5224074297660674,52.24074297660673,62.824000000000005,56.47,MEDIUM
910,ML-00053,S&T,Point Machine,0.5533977127647655,55.33977127647655,58.150000000000006,56.46,MEDIUM
911,ML-03835,TRD,Section Insulator,0.5260178599357941,52.60178599357941,62.217,56.45,MEDIUM
912,ML-04383,S&T,Axle Counter,0.4870478999194659,48.70478999194659,68.054,56.44,MEDIUM
913,ML-02774,ENGINEERING,Bridge,0.5323264960611835,53.23264960611836,61.255,56.44,MEDIUM
914,ML-02789,S&T,Point Machine,0.6749792541638936,67.49792541638936,39.816500000000005,56.43,MEDIUM
915,ML-04592,S&T,Signal,0.47017428201463807,47.01742820146381,70.475,56.4,MEDIUM
916,ML-04107,ENGINEERING,Point & Crossing,0.5767998182515828,57.67998182515828,54.4625,56.39,MEDIUM
917,ML-04311,S&T,Point Machine,0.6503474125577686,65.03474125577686,43.3975,56.38,MEDIUM
918,ML-02352,ENGINEERING,Point & Crossing,0.5655823394650892,56.55823394650892,56.096,56.37,MEDIUM
919,ML-03543,TRD,Section Insulator,0.5116757463828857,51.16757463828857,64.087,56.34,MEDIUM
920,ML-00986,ENGINEERING,Track,0.6293904359157576,62.93904359157576,46.438500000000005,56.34,MEDIUM
921,ML-04985,ENGINEERING,Track,0.46330198113209664,46.33019811320966,71.3125,56.32,MEDIUM
922,ML-04883,S&T,Signal,0.4883454426806064,48.83454426806064,67.5325,56.31,MEDIUM
923,ML-01953,S&T,Point Machine,0.5756758579766056,57.567585797660556,54.388,56.3,MEDIUM
924,ML-01097,ENGINEERING,Bridge,0.5270177852479029,52.701778524790285,61.68,56.29,MEDIUM
925,ML-03983,TRD,Section Insulator,0.5093591530874082,50.93591530874082,64.3335,56.29,MEDIUM
926,ML-00453,ENGINEERING,Bridge,0.6039393072296503,60.39393072296503,50.142,56.29,MEDIUM
927,ML-03775,S&T,Signal,0.45920208432981324,45.920208432981326,71.8155,56.28,MEDIUM
928,ML-00702,S&T,Signal,0.5498159290946846,54.98159290946846,58.18299999999999,56.26,MEDIUM
929,ML-01270,ENGINEERING,Point & Crossing,0.4255759419992808,42.557594199928076,76.7985,56.25,MEDIUM
930,ML-04898,S&T,Signal,0.6013954195019671,60.13954195019671,50.394000000000005,56.24,MEDIUM
931,ML-03161,ENGINEERING,Bridge,0.45004503562304604,45.004503562304606,73.086,56.24,MEDIUM
932,ML-03929,ENGINEERING,Track,0.6467847015605147,64.67847015605147,43.569,56.23,MEDIUM
933,ML-04683,S&T,Signal,0.6765019771106586,67.65019771106586,39.08316666666666,56.22,MEDIUM
934,ML-02850,S&T,Axle Counter,0.6141675973833209,61.4167597383321,48.393,56.21,MEDIUM
935,ML-01787,S&T,Signal,0.3901515132469985,39.01515132469985,82.011,56.21,MEDIUM
936,ML-04513,TRD,OHE,0.4491420162005905,44.91420162005905,73.1615,56.21,MEDIUM
937,ML-01900,TRD,OHE,0.6741872253123528,67.41872253123528,39.388000000000005,56.21,MEDIUM
938,ML-00205,TRD,Transformer,0.6413903982620213,64.13903982620212,44.2305,56.18,MEDIUM
939,ML-01223,TRD,OHE,0.5023827536697696,50.23827536697696,65.02799999999999,56.15,MEDIUM
940,ML-03697,ENGINEERING,Bridge,0.4887527150655698,48.87527150655698,67.0235,56.13,MEDIUM
941,ML-01935,TRD,Section Insulator,0.4774634752194366,47.74634752194366,68.697,56.13,MEDIUM
942,ML-00604,S&T,Signal,0.5523329665302689,55.23329665302688,57.3755,56.09,MEDIUM
943,ML-01750,TRD,OHE,0.5768797513760672,57.68797513760672,53.677499999999995,56.08,MEDIUM
944,ML-00512,ENGINEERING,Bridge,0.5037255262430633,50.37255262430633,64.633,56.08,MEDIUM
945,ML-03586,ENGINEERING,Point & Crossing,0.5844920995910305,58.44920995910306,52.466499999999996,56.06,MEDIUM
946,ML-00397,TRD,Transformer,0.4646422783778978,46.46422783778978,70.3965,56.04,MEDIUM
947,ML-01332,ENGINEERING,Track,0.47687550649551835,47.68755064955184,68.51849999999999,56.02,MEDIUM
948,ML-02919,ENGINEERING,Bridge,0.4865861922329826,48.65861922329826,67.047,56.01,MEDIUM
949,ML-01726,ENGINEERING,Point & Crossing,0.5183778733795669,51.837787337956684,62.1565,55.97,MEDIUM
950,ML-03344,S&T,Axle Counter,0.5068429138350287,50.68429138350287,63.907,55.97,MEDIUM
951,ML-03861,S&T,Signal,0.6501610571018089,65.0161057101809,42.38816666666666,55.96,MEDIUM
952,ML-04199,ENGINEERING,Bridge,0.5514931853334732,55.149318533347326,57.13416666666666,55.94,MEDIUM
953,ML-01601,S&T,Point Machine,0.46469782237147816,46.46978223714782,70.11,55.93,MEDIUM
954,ML-00256,ENGINEERING,Bridge,0.6790279526613854,67.90279526613854,37.915,55.91,MEDIUM
955,ML-01370,ENGINEERING,Point & Crossing,0.6746723983985364,67.46723983985365,38.545,55.9,MEDIUM
956,ML-04500,ENGINEERING,Point & Crossing,0.4917580377827879,49.17580377827879,65.9435,55.88,MEDIUM
957,ML-01469,ENGINEERING,Track,0.47836468276788646,47.83646827678864,67.951,55.88,MEDIUM
958,ML-04360,ENGINEERING,Track,0.42930077704279285,42.930077704279284,75.261,55.86,MEDIUM
959,ML-02667,ENGINEERING,Point & Crossing,0.48023521362533467,48.023521362533465,67.6185,55.86,MEDIUM
960,ML-04560,S&T,Signal,0.6212795402574637,62.12795402574637,46.463499999999996,55.86,MEDIUM
961,ML-03295,ENGINEERING,Point & Crossing,0.49272434900742007,49.272434900742006,65.72800000000001,55.85,MEDIUM
962,ML-02131,S&T,Point Machine,0.5642901572493365,56.42901572493365,54.974,55.85,MEDIUM
963,ML-01347,ENGINEERING,Track,0.4698738402263576,46.98738402263576,69.0835,55.83,MEDIUM
964,ML-02505,TRD,Section Insulator,0.6067064607289606,60.67064607289606,48.566,55.83,MEDIUM
965,ML-02329,TRD,Transformer,0.5439129309903936,54.39129309903936,57.9555,55.82,MEDIUM
966,ML-01945,S&T,Point Machine,0.5759612887242197,57.59612887242197,53.151,55.82,MEDIUM
967,ML-00668,TRD,OHE,0.552739189712114,55.2739189712114,56.5945,55.8,MEDIUM
968,ML-02184,TRD,Section Insulator,0.3630114199005098,36.30114199005098,85.0265,55.79,MEDIUM
969,ML-02964,TRD,Transformer,0.47094612878790865,47.09461287879086,68.8415,55.79,MEDIUM
970,ML-04660,TRD,Transformer,0.47419237648480417,47.41923764848042,68.2955,55.77,MEDIUM
971,ML-04917,ENGINEERING,Point & Crossing,0.6476750624057052,64.76750624057051,42.243,55.76,MEDIUM
972,ML-00942,ENGINEERING,Track,0.6097048606782385,60.97048606782385,47.8915,55.74,MEDIUM
973,ML-03572,ENGINEERING,Point & Crossing,0.5921934029464649,59.21934029464649,50.5055,55.73,MEDIUM
974,ML-00395,S&T,Axle Counter,0.46246362764280674,46.246362764280676,69.9275,55.72,MEDIUM
975,ML-03670,ENGINEERING,Track,0.5562794028809571,55.627940288095715,55.864,55.72,MEDIUM
976,ML-03921,ENGINEERING,Point & Crossing,0.5096893226899508,50.96893226899508,62.801,55.7,MEDIUM
977,ML-02566,ENGINEERING,Bridge,0.4807090815253022,48.070908152530215,67.113,55.69,MEDIUM
978,ML-02354,TRD,Transformer,0.5132740345813098,51.32740345813098,62.212999999999994,55.68,MEDIUM
979,ML-04021,ENGINEERING,Track,0.48147254474222173,48.14725447422217,66.884,55.64,MEDIUM
980,ML-00385,S&T,Point Machine,0.6477424189678928,64.77424189678928,41.9505,55.64,MEDIUM
981,ML-00011,ENGINEERING,Point & Crossing,0.4741465801913129,47.41465801913129,67.96549999999999,55.63,MEDIUM
982,ML-03250,TRD,Section Insulator,0.6215764709349261,62.157647093492606,45.843,55.63,MEDIUM
983,ML-02180,ENGINEERING,Bridge,0.4679533757249908,46.79533757249908,68.818,55.6,MEDIUM
984,ML-01302,S&T,Point Machine,0.49800028696901394,49.80002869690139,64.279,55.59,MEDIUM
985,ML-04113,ENGINEERING,Track,0.4342528880382162,43.42528880382162,73.7505,55.56,MEDIUM
986,ML-01562,S&T,Axle Counter,0.6596970137618128,65.96970137618128,39.941500000000005,55.56,MEDIUM
987,ML-03681,TRD,Transformer,0.4290081453111723,42.900814531117234,74.5125,55.55,MEDIUM
988,ML-03003,S&T,Axle Counter,0.46149975992027054,46.14997599202705,69.62299999999999,55.54,MEDIUM
989,ML-02182,TRD,Transformer,0.4626442888859799,46.26442888859799,69.451,55.54,MEDIUM
990,ML-01962,ENGINEERING,Bridge,0.38452380538245845,38.45238053824585,81.1565,55.53,MEDIUM
991,ML-04559,ENGINEERING,Bridge,0.44852969754402183,44.85296975440218,71.512,55.52,MEDIUM
992,ML-01139,TRD,OHE,0.4753030395936401,47.53030395936401,67.465,55.5,MEDIUM
993,ML-03007,ENGINEERING,Track,0.5867747513923817,58.67747513923817,50.724500000000006,55.5,MEDIUM
994,ML-03398,TRD,Section Insulator,0.4597709252543595,45.97709252543595,69.672,55.46,MEDIUM
995,ML-03296,ENGINEERING,Point & Crossing,0.5019318686344971,50.19318686344971,63.367999999999995,55.46,MEDIUM
996,ML-01010,ENGINEERING,Point & Crossing,0.5516461756133951,55.16461756133951,55.797000000000004,55.42,MEDIUM
997,ML-04720,ENGINEERING,Bridge,0.4845043363699568,48.45043363699568,65.816,55.4,MEDIUM
998,ML-03537,ENGINEERING,Track,0.6434226607950028,64.34226607950028,41.986000000000004,55.4,MEDIUM
999,ML-02675,ENGINEERING,Point & Crossing,0.49864155864517934,49.86415586451793,63.703,55.4,MEDIUM
1000,ML-03168,ENGINEERING,Bridge,0.5008552198885478,50.08552198885477,63.374,55.4,MEDIUM
1001,ML-00103,ENGINEERING,Track,0.5329168043486782,53.291680434867814,58.510999999999996,55.38,MEDIUM
1002,ML-01058,ENGINEERING,Bridge,0.6886079870182321,68.86079870182321,35.146,55.37,MEDIUM
1003,ML-04241,S&T,Point Machine,0.6108264586671036,61.08264586671036,46.667,55.32,MEDIUM
1004,ML-03582,S&T,Point Machine,0.427550412598144,42.755041259814405,74.163,55.32,MEDIUM
1005,ML-03176,S&T,Signal,0.45272254315692523,45.27225431569252,70.3545,55.31,MEDIUM
1006,ML-04365,ENGINEERING,Point & Crossing,0.5271065707832875,52.71065707832875,59.182,55.3,MEDIUM
1007,ML-03585,ENGINEERING,Bridge,0.5245054577089596,52.450545770895964,59.573,55.3,MEDIUM
1008,ML-03353,ENGINEERING,Point & Crossing,0.5552261010392141,55.52261010392141,54.940999999999995,55.29,MEDIUM
1009,ML-02869,S&T,Axle Counter,0.5006922840267716,50.069228402677155,63.09,55.28,MEDIUM
1010,ML-03100,ENGINEERING,Bridge,0.5307347245202493,53.07347245202493,58.577,55.27,MEDIUM
1011,ML-00640,TRD,Section Insulator,0.6702512214935357,67.02512214935356,37.61450000000001,55.26,MEDIUM
1012,ML-04213,S&T,Signal,0.5066929802628733,50.669298026287336,62.11600000000001,55.25,MEDIUM
1013,ML-00990,S&T,Signal,0.4469894142901954,44.69894142901954,70.8515,55.16,MEDIUM
1014,ML-03017,S&T,Point Machine,0.6143290752838949,61.43290752838949,45.707499999999996,55.14,MEDIUM
1015,ML-03274,S&T,Signal,0.4407227840475793,44.07227840475793,71.7185,55.13,MEDIUM
1016,ML-02707,ENGINEERING,Bridge,0.5227106939215183,52.27106939215182,59.4115,55.13,MEDIUM
1017,ML-03252,ENGINEERING,Point & Crossing,0.5728102893625627,57.28102893625627,51.908500000000004,55.13,MEDIUM
1018,ML-00590,ENGINEERING,Track,0.39366256777176906,39.36625677717691,78.759,55.12,MEDIUM
1019,ML-00696,TRD,Section Insulator,0.5076092807902816,50.760928079028155,61.6455,55.11,MEDIUM
1020,ML-01886,TRD,Section Insulator,0.5403806522980052,54.03806522980052,56.7055,55.11,MEDIUM
1021,ML-01709,TRD,Transformer,0.4764056422433554,47.64056422433554,66.267,55.09,MEDIUM
1022,ML-04920,TRD,OHE,0.43864366394792564,43.86436639479256,71.846,55.06,MEDIUM
1023,ML-02145,ENGINEERING,Point & Crossing,0.6272357041074836,62.723570410748366,43.546,55.05,MEDIUM
1024,ML-00300,S&T,Point Machine,0.5458365524722646,54.58365524722646,55.752,55.05,MEDIUM
1025,ML-00154,TRD,Transformer,0.5201064766036054,52.01064766036054,59.598499999999994,55.05,MEDIUM
1026,ML-01095,TRD,Transformer,0.4759064302410973,47.59064302410973,66.2115,55.04,MEDIUM
1027,ML-03821,ENGINEERING,Track,0.7043016997877031,70.43016997877031,31.94016666666667,55.03,MEDIUM
1028,ML-04077,S&T,Point Machine,0.6099092386457268,60.99092386457268,46.078,55.03,MEDIUM
1029,ML-04433,S&T,Point Machine,0.4873368552711884,48.733685527118844,64.4735,55.03,MEDIUM
1030,ML-00885,ENGINEERING,Point & Crossing,0.427587805128847,42.7587805128847,73.4465,55.03,MEDIUM
1031,ML-04329,TRD,Section Insulator,0.4527384739042496,45.27384739042496,69.5595,54.99,MEDIUM
1032,ML-00660,S&T,Axle Counter,0.49593559405384063,49.59355940538406,63.078500000000005,54.99,MEDIUM
1033,ML-00054,S&T,Point Machine,0.47799152184160887,47.79915218416089,65.7305,54.97,MEDIUM
1034,ML-03715,TRD,OHE,0.5681593554194159,56.815935541941585,52.1665,54.96,MEDIUM
1035,ML-03429,ENGINEERING,Track,0.5044002660570971,50.44002660570971,61.678,54.94,MEDIUM
1036,ML-02446,ENGINEERING,Point & Crossing,0.5950356636177235,59.50356636177235,48.063500000000005,54.93,MEDIUM
1037,ML-04293,S&T,Signal,0.6560690206579466,65.60690206579466,38.927,54.93,MEDIUM
1038,ML-00610,ENGINEERING,Point & Crossing,0.4577258971646202,45.77258971646202,68.619,54.91,MEDIUM
1039,ML-00252,S&T,Axle Counter,0.6532685043921853,65.32685043921853,39.2605,54.9,MEDIUM
1040,ML-01254,TRD,OHE,0.5317850596725148,53.178505967251475,57.46,54.89,MEDIUM
1041,ML-02402,S&T,Point Machine,0.508982093681353,50.898209368135305,60.864999999999995,54.88,MEDIUM
1042,ML-03485,S&T,Signal,0.5867948382347433,58.679483823474335,49.1295,54.86,MEDIUM
1043,ML-02170,TRD,Section Insulator,0.40695346323151166,40.69534632315116,76.0805,54.85,MEDIUM
1044,ML-04046,ENGINEERING,Bridge,0.7156794825159346,71.56794825159346,29.742,54.84,MEDIUM
1045,ML-04980,ENGINEERING,Track,0.4996572222660186,49.96572222660186,62.092499999999994,54.82,MEDIUM
1046,ML-00542,S&T,Point Machine,0.4359890670870945,43.59890670870945,71.6165,54.81,MEDIUM
1047,ML-03270,ENGINEERING,Bridge,0.6063125662058205,60.63125662058205,46.076,54.81,MEDIUM
1048,ML-00863,S&T,Point Machine,0.5107274681888619,51.072746818886195,60.3945,54.8,MEDIUM
1049,ML-01629,S&T,Signal,0.4578377047209545,45.78377047209545,68.3245,54.8,MEDIUM
1050,ML-02569,ENGINEERING,Bridge,0.5666233613132055,56.662336131320544,51.971000000000004,54.79,MEDIUM
1051,ML-04423,ENGINEERING,Track,0.6344159079110171,63.44159079110171,41.599000000000004,54.7,MEDIUM
1052,ML-01429,S&T,Signal,0.5079745738056539,50.79745738056539,60.546,54.7,MEDIUM
1053,ML-04776,S&T,Point Machine,0.5634889163454883,56.34889163454883,52.234500000000004,54.7,MEDIUM
1054,ML-00740,TRD,Transformer,0.480695976880022,48.069597688002204,64.536,54.66,MEDIUM
1055,ML-03434,TRD,OHE,0.4950710703765683,49.50710703765683,62.3775,54.66,MEDIUM
1056,ML-04336,TRD,OHE,0.6140805331374178,61.40805331374178,44.478,54.64,MEDIUM
1057,ML-03351,TRD,Transformer,0.5779100020468809,57.79100020468809,49.924,54.64,MEDIUM
1058,ML-02317,S&T,Axle Counter,0.6706200965847451,67.06200965847451,36.0085,54.64,MEDIUM
1059,ML-02028,S&T,Axle Counter,0.4744409859441894,47.44409859441894,65.376,54.62,MEDIUM
1060,ML-01854,TRD,Transformer,0.5583358955426181,55.833589554261806,52.762,54.6,MEDIUM
1061,ML-01715,ENGINEERING,Track,0.447769864548517,44.7769864548517,69.279,54.58,MEDIUM
1062,ML-01341,ENGINEERING,Bridge,0.43428109754981464,43.42810975498146,71.2705,54.57,MEDIUM
1063,ML-04765,ENGINEERING,Track,0.65845764609327,65.84576460932699,37.6545,54.57,MEDIUM
1064,ML-04078,ENGINEERING,Bridge,0.5679793131733184,56.79793131733184,51.191,54.56,MEDIUM
1065,ML-04615,S&T,Point Machine,0.5401624320361966,54.016243203619666,55.3455,54.55,MEDIUM
1066,ML-04555,TRD,Section Insulator,0.4109554154954337,41.09554154954337,74.718,54.54,MEDIUM
1067,ML-02877,ENGINEERING,Track,0.4717606185828296,47.17606185828296,65.55000000000001,54.53,MEDIUM
1068,ML-00906,TRD,Section Insulator,0.5381046510157439,53.81046510157439,55.532000000000004,54.5,MEDIUM
1069,ML-04781,ENGINEERING,Track,0.5432211194765655,54.32211194765655,54.714,54.48,MEDIUM
1070,ML-01487,S&T,Point Machine,0.7543383003584664,75.43383003584664,23.058500000000002,54.48,MEDIUM
1071,ML-02809,TRD,Transformer,0.568683499191013,56.868349919101306,50.875,54.47,MEDIUM
1072,ML-00848,TRD,Transformer,0.4858467203115056,48.58467203115056,63.276,54.46,MEDIUM
1073,ML-01212,S&T,Point Machine,0.5906757699461509,59.06757699461509,47.515499999999996,54.45,MEDIUM
1074,ML-01705,ENGINEERING,Bridge,0.40844993661274337,40.84499366127434,74.80600000000001,54.43,MEDIUM
1075,ML-01971,ENGINEERING,Bridge,0.6766125465424434,67.66125465424435,34.536,54.41,MEDIUM
1076,ML-02139,ENGINEERING,Bridge,0.48524979758925846,48.524979758925845,63.1895,54.39,MEDIUM
1077,ML-02602,S&T,Point Machine,0.45069363386934447,45.06936338693445,68.334,54.38,MEDIUM
1078,ML-03180,TRD,Transformer,0.46525647911441964,46.525647911441965,66.125,54.37,MEDIUM
1079,ML-00920,ENGINEERING,Track,0.41101041575990527,41.10104157599053,74.2805,54.37,MEDIUM
1080,ML-03449,ENGINEERING,Point & Crossing,0.4204838171852883,42.04838171852883,72.8175,54.36,MEDIUM
1081,ML-04530,TRD,Transformer,0.5545701810916005,55.45701810916005,52.6945,54.35,MEDIUM
1082,ML-03269,TRD,OHE,0.5242345912834272,52.42345912834272,57.2375,54.35,MEDIUM
1083,ML-00034,ENGINEERING,Point & Crossing,0.37154286750340865,37.154286750340866,80.137,54.35,MEDIUM
1084,ML-02197,S&T,Axle Counter,0.6453706240941003,64.53706240941003,38.9785,54.31,MEDIUM
1085,ML-04215,ENGINEERING,Bridge,0.5610898793509999,56.10898793509998,51.564,54.29,MEDIUM
1086,ML-04723,ENGINEERING,Point & Crossing,0.6248831894755497,62.488318947554966,41.952,54.27,MEDIUM
1087,ML-02169,ENGINEERING,Point & Crossing,0.423658206717832,42.3658206717832,72.132,54.27,MEDIUM
1088,ML-00998,ENGINEERING,Point & Crossing,0.5865005503540859,58.650055035408585,47.625,54.24,MEDIUM
1089,ML-04080,TRD,Section Insulator,0.5890778070046992,58.90778070046993,47.248000000000005,54.24,MEDIUM
1090,ML-04902,S&T,Signal,0.5326357858008172,53.26357858008171,55.715,54.24,MEDIUM
1091,ML-00504,ENGINEERING,Point & Crossing,0.4644282747215426,46.442827472154256,65.91900000000001,54.23,MEDIUM
1092,ML-03752,ENGINEERING,Bridge,0.5086579640838657,50.865796408386565,59.239999999999995,54.22,MEDIUM
1093,ML-04299,ENGINEERING,Track,0.6988066659938028,69.88066659938028,30.701999999999998,54.21,MEDIUM
1094,ML-02310,ENGINEERING,Bridge,0.4690080068282174,46.90080068282174,65.163,54.21,MEDIUM
1095,ML-04561,ENGINEERING,Point & Crossing,0.521277880006926,52.1277880006926,57.309999999999995,54.2,MEDIUM
1096,ML-01388,S&T,Signal,0.46317233364874943,46.317233364874944,65.90350000000001,54.15,MEDIUM
1097,ML-04165,TRD,Section Insulator,0.6851919508626554,68.51919508626554,32.596000000000004,54.15,MEDIUM
1098,ML-02038,TRD,Section Insulator,0.4289123178754996,42.89123178754996,71.0175,54.14,MEDIUM
1099,ML-01190,ENGINEERING,Point & Crossing,0.6140582090385859,61.40582090385859,43.2205,54.13,MEDIUM
1100,ML-01099,S&T,Signal,0.46831011252797267,46.83101125279727,65.0775,54.13,MEDIUM
1101,ML-00125,ENGINEERING,Track,0.5866377894704659,58.66377894704659,47.2995,54.12,MEDIUM
1102,ML-00420,S&T,Point Machine,0.6175114208014615,61.751142080146145,42.6515,54.11,MEDIUM
1103,ML-04460,TRD,Transformer,0.46448297726248083,46.448297726248086,65.60849999999999,54.11,MEDIUM
1104,ML-02608,ENGINEERING,Bridge,0.6201926194954696,62.01926194954696,42.22,54.1,MEDIUM
1105,ML-04976,ENGINEERING,Track,0.4925899053983586,49.258990539835864,61.337,54.09,MEDIUM
1106,ML-00707,ENGINEERING,Track,0.4777983750080685,47.77983750080685,63.5505,54.09,MEDIUM
1107,ML-04863,S&T,Signal,0.48764521812546546,48.76452181254655,62.021,54.07,MEDIUM
1108,ML-04412,ENGINEERING,Track,0.6230861606598888,62.30861606598887,41.715500000000006,54.07,MEDIUM
1109,ML-01856,TRD,OHE,0.47770400625313536,47.770400625313535,63.446999999999996,54.04,MEDIUM
