date,corridor_id,commodity,day_of_week,month,is_weekend,festival_period,operational_pressure,industrial_demand,previous_day_demand,goods_train_demand
2024-07-19,C05,CEMENT,4,7,0,0,20,77,23,27.56
2024-07-19,C05,CEMENT,4,7,0,0,47,34,34,21.94
2024-07-19,C05,FOOD_GRAINS,4,7,0,0,74,64,20,24.66
2024-07-19,C06,COAL,4,7,0,0,61,63,5,23.92
2024-07-19,C06,CONTAINER,4,7,0,0,64,87,7,22.48
2024-07-19,C06,PETROLEUM,4,7,0,0,88,93,8,20.88
2024-07-19,C06,COAL,4,7,0,0,55,97,5,26.4
2024-07-19,C06,CONTAINER,4,7,0,0,20,93,29,30.4
2024-07-19,C06,PETROLEUM,4,7,0,0,47,100,7,22.03
2024-07-19,C06,FOOD_GRAINS,4,7,0,0,10,25,25,10.7
2024-07-19,C06,FOOD_GRAINS,4,7,0,0,58,38,25,12.08
2024-07-19,C07,COAL,4,7,0,0,12,27,25,18.09
2024-07-19,C07,FOOD_GRAINS,4,7,0,0,24,54,10,15.13
2024-07-19,C07,PETROLEUM,4,7,0,0,49,72,5,19.26
2024-07-19,C07,FOOD_GRAINS,4,7,0,0,41,96,7,18.28
2024-07-19,C07,CEMENT,4,7,0,0,55,84,28,30.87
2024-07-19,C07,COAL,4,7,0,0,24,79,7,27.19
2024-07-19,C07,COAL,4,7,0,0,79,20,22,25.85
2024-07-19,C07,PETROLEUM,4,7,0,0,27,66,30,22.06
2024-07-19,C07,IRON_ORE,4,7,0,0,57,85,17,33.48
2024-07-19,C07,FERTILIZER,4,7,0,0,46,42,8,14.98
2024-07-19,C07,PETROLEUM,4,7,0,0,38,98,22,27.89
2024-07-19,C07,IRON_ORE,4,7,0,0,30,79,24,30.65
2024-07-19,C08,CONTAINER,4,7,0,0,65,41,34,25.52
2024-07-19,C08,IRON_ORE,4,7,0,0,32,33,25,14.62
2024-07-19,C08,CEMENT,4,7,0,0,36,44,7,12.13
2024-07-19,C08,FOOD_GRAINS,4,7,0,0,8,88,11,15.05
2024-07-19,C08,FOOD_GRAINS,4,7,0,0,21,37,30,20.3
2024-07-19,C08,FOOD_GRAINS,4,7,0,0,1,30,16,11.78
2024-07-19,C08,FOOD_GRAINS,4,7,0,0,95,72,27,20.03
2024-07-19,C08,CONTAINER,4,7,0,0,79,97,28,35.68
2024-07-19,C09,FOOD_GRAINS,4,7,0,0,57,76,14,25.51
2024-07-19,C09,CONTAINER,4,7,0,0,23,47,25,26.5
2024-07-19,C09,FOOD_GRAINS,4,7,0,0,77,30,8,13.3
2024-07-19,C09,CONTAINER,4,7,0,0,99,91,18,40.65
2024-07-19,C09,COAL,4,7,0,0,50,85,10,33.99
2024-07-19,C09,PETROLEUM,4,7,0,0,94,81,27,37.18
2024-07-19,C09,COAL,4,7,0,0,58,90,35,52.16
2024-07-19,C10,IRON_ORE,4,7,0,0,24,75,35,27.26
2024-07-19,C10,COAL,4,7,0,0,20,41,20,24.86
2024-07-19,C10,COAL,4,7,0,0,89,74,9,26.37
2024-07-19,C10,FOOD_GRAINS,4,7,0,0,60,28,15,14.64
2024-07-19,C10,IRON_ORE,4,7,0,0,68,95,20,36.07
2024-07-19,C10,PETROLEUM,4,7,0,0,78,54,35,22.25
2024-07-19,C10,FERTILIZER,4,7,0,0,52,85,6,21.33
2024-07-19,C10,CEMENT,4,7,0,0,34,51,21,19.97
2024-07-19,C10,IRON_ORE,4,7,0,0,29,57,14,17.53
2024-07-19,C10,PETROLEUM,4,7,0,0,5,94,17,25.7
2024-07-19,C10,FERTILIZER,4,7,0,0,49,49,29,23.19
2024-07-19,C10,COAL,4,7,0,0,57,50,31,33.48
2024-07-19,C10,FOOD_GRAINS,4,7,0,0,85,54,14,18.87
2024-07-19,C10,PETROLEUM,4,7,0,0,43,71,16,18.36
2024-07-20,C01,CONTAINER,5,7,1,0,74,65,12,20.48
2024-07-20,C01,PETROLEUM,5,7,1,0,78,22,24,12.71
2024-07-20,C01,COAL,5,7,1,0,85,55,30,25.73
2024-07-20,C01,COAL,5,7,1,0,62,43,20,22.77
2024-07-20,C01,FOOD_GRAINS,5,7,1,0,17,79,10,19.63
2024-07-20,C01,IRON_ORE,5,7,1,0,9,49,14,11.34
2024-07-20,C01,FOOD_GRAINS,5,7,1,0,75,50,35,21.0
2024-07-20,C01,FERTILIZER,5,7,1,0,78,63,19,18.68
2024-07-20,C02,CONTAINER,5,7,1,0,76,77,26,33.12
2024-07-20,C02,CONTAINER,5,7,1,0,82,26,12,16.36
2024-07-20,C02,FOOD_GRAINS,5,7,1,0,94,54,6,16.33
2024-07-20,C02,COAL,5,7,1,0,70,75,17,24.43
2024-07-20,C02,CONTAINER,5,7,1,0,98,94,33,38.98
2024-07-20,C02,CONTAINER,5,7,1,0,28,32,31,20.08
2024-07-20,C02,IRON_ORE,5,7,1,0,4,48,16,17.55
2024-07-20,C02,FERTILIZER,5,7,1,0,29,75,18,18.37
2024-07-20,C03,COAL,5,7,1,0,1,40,25,13.28
2024-07-20,C03,FOOD_GRAINS,5,7,1,0,45,87,25,25.15
2024-07-20,C03,PETROLEUM,5,7,1,0,6,76,13,13.58
2024-07-20,C03,FERTILIZER,5,7,1,0,34,41,30,13.52
2024-07-20,C03,CONTAINER,5,7,1,0,49,27,19,9.97
2024-07-20,C03,FOOD_GRAINS,5,7,1,0,34,96,8,18.32
2024-07-20,C03,CEMENT,5,7,1,0,69,37,23,17.79
2024-07-20,C03,COAL,5,7,1,0,41,56,7,12.98
2024-07-20,C03,COAL,5,7,1,0,18,56,30,24.0
2024-07-20,C04,IRON_ORE,5,7,1,0,65,26,32,20.87
2024-07-20,C04,PETROLEUM,5,7,1,0,93,62,31,23.14
2024-07-20,C04,CEMENT,5,7,1,0,22,90,26,30.6
2024-07-20,C04,CEMENT,5,7,1,0,49,34,6,9.33
2024-07-20,C04,FOOD_GRAINS,5,7,1,0,69,20,9,10.77
2024-07-20,C04,FOOD_GRAINS,5,7,1,0,8,28,31,11.94
2024-07-20,C04,CEMENT,5,7,1,0,15,67,30,20.18
2024-07-20,C05,PETROLEUM,5,7,1,0,96,64,21,19.33
2024-07-20,C05,CONTAINER,5,7,1,0,65,86,14,26.82
2024-07-20,C05,COAL,5,7,1,0,48,64,9,20.58
2024-07-20,C05,FERTILIZER,5,7,1,0,75,97,16,24.66
2024-07-20,C05,PETROLEUM,5,7,1,0,93,73,9,18.16
2024-07-20,C05,CEMENT,5,7,1,0,0,55,12,14.91
2024-07-20,C05,FOOD_GRAINS,5,7,1,0,43,22,8,3.26
2024-07-20,C05,CEMENT,5,7,1,0,59,30,25,16.34
2024-07-20,C05,IRON_ORE,5,7,1,0,11,63,16,18.28
2024-07-20,C05,IRON_ORE,5,7,1,0,43,25,8,7.74
2024-07-20,C05,FERTILIZER,5,7,1,0,29,36,29,18.46
2024-07-20,C05,CONTAINER,5,7,1,0,82,67,7,23.29
2024-07-20,C05,CEMENT,5,7,1,0,45,34,17,11.11
2024-07-20,C05,FERTILIZER,5,7,1,0,31,80,9,14.58
2024-07-20,C06,CEMENT,5,7,1,0,68,67,19,22.79
2024-07-20,C06,IRON_ORE,5,7,1,0,88,63,23,23.74
2024-07-20,C06,CONTAINER,5,7,1,0,70,69,24,24.01
2024-07-20,C06,FERTILIZER,5,7,1,0,51,71,26,19.09
2024-07-20,C06,FERTILIZER,5,7,1,0,57,52,14,17.75
2024-07-20,C06,FERTILIZER,5,7,1,0,59,94,27,24.3
2024-07-20,C06,PETROLEUM,5,7,1,0,4,99,5,14.29
2024-07-20,C06,CEMENT,5,7,1,0,99,26,30,19.06
2024-07-20,C07,IRON_ORE,5,7,1,0,79,43,7,11.98
2024-07-20,C07,CEMENT,5,7,1,0,2,51,9,10.3
2024-07-20,C07,FOOD_GRAINS,5,7,1,0,62,52,24,18.84
2024-07-20,C07,IRON_ORE,5,7,1,0,89,41,5,17.61
2024-07-20,C07,COAL,5,7,1,0,16,76,17,27.64
2024-07-20,C07,FERTILIZER,5,7,1,0,62,21,20,10.66
2024-07-20,C07,FOOD_GRAINS,5,7,1,0,7,56,30,16.86
2024-07-20,C07,FERTILIZER,5,7,1,0,54,36,29,21.33
2024-07-20,C08,CONTAINER,5,7,1,0,72,73,12,22.62
2024-07-20,C08,CEMENT,5,7,1,0,75,25,24,17.28
2024-07-20,C08,COAL,5,7,1,0,54,83,30,33.54
2024-07-20,C08,FOOD_GRAINS,5,7,1,0,16,33,13,7.26
2024-07-20,C08,IRON_ORE,5,7,1,0,32,69,5,17.41
2024-07-20,C08,IRON_ORE,5,7,1,0,23,62,14,10.03
2024-07-20,C08,FOOD_GRAINS,5,7,1,0,43,42,25,15.55
2024-07-20,C08,IRON_ORE,5,7,1,0,19,26,28,12.69
2024-07-20,C08,CONTAINER,5,7,1,0,86,41,30,25.55
2024-07-20,C08,CONTAINER,5,7,1,0,62,49,16,16.84
2024-07-20,C08,CONTAINER,5,7,1,0,94,82,10,24.0
2024-07-20,C09,PETROLEUM,5,7,1,0,21,23,6,8.54
2024-07-20,C09,IRON_ORE,5,7,1,0,5,26,8,11.57
2024-07-20,C09,COAL,5,7,1,0,26,38,12,13.78
2024-07-20,C09,FOOD_GRAINS,5,7,1,0,28,36,21,13.89
2024-07-20,C09,PETROLEUM,5,7,1,0,77,78,12,25.3
2024-07-20,C09,FOOD_GRAINS,5,7,1,0,68,64,11,17.01
2024-07-20,C09,FERTILIZER,5,7,1,0,54,20,26,17.86
2024-07-20,C09,CONTAINER,5,7,1,0,51,94,13,34.6
2024-07-20,C09,CONTAINER,5,7,1,0,22,66,18,26.09
2024-07-20,C09,IRON_ORE,5,7,1,0,57,53,23,23.58
2024-07-20,C09,FERTILIZER,5,7,1,0,24,56,12,14.43
2024-07-20,C09,COAL,5,7,1,0,57,61,14,24.86
2024-07-20,C09,IRON_ORE,5,7,1,0,76,69,15,27.68
2024-07-20,C10,FOOD_GRAINS,5,7,1,0,39,92,24,26.18
2024-07-20,C10,FOOD_GRAINS,5,7,1,0,84,92,20,24.85
2024-07-20,C10,IRON_ORE,5,7,1,0,38,74,20,27.63
2024-07-20,C10,FOOD_GRAINS,5,7,1,0,97,35,21,17.12
2024-07-20,C10,IRON_ORE,5,7,1,0,4,65,10,14.23
2024-07-20,C10,CONTAINER,5,7,1,0,17,95,31,34.86
2024-07-21,C01,FERTILIZER,6,7,1,0,94,32,35,22.62
2024-07-21,C01,COAL,6,7,1,0,70,28,28,21.45
2024-07-21,C01,COAL,6,7,1,0,61,54,16,18.7
2024-07-21,C01,FOOD_GRAINS,6,7,1,0,11,96,27,23.87
2024-07-21,C01,FOOD_GRAINS,6,7,1,0,51,95,10,22.45
2024-07-21,C01,FOOD_GRAINS,6,7,1,0,87,35,22,16.82
2024-07-21,C01,PETROLEUM,6,7,1,0,69,97,6,14.98
2024-07-21,C02,FOOD_GRAINS,6,7,1,0,75,88,31,28.09
2024-07-21,C02,IRON_ORE,6,7,1,0,18,55,26,19.23
2024-07-21,C02,FERTILIZER,6,7,1,0,58,90,33,29.98
2024-07-21,C02,CONTAINER,6,7,1,0,57,51,5,16.07
2024-07-21,C02,IRON_ORE,6,7,1,0,59,58,34,30.62
2024-07-21,C02,PETROLEUM,6,7,1,0,16,41,32,15.08
2024-07-21,C02,COAL,6,7,1,0,49,37,29,25.32
2024-07-21,C02,CEMENT,6,7,1,0,70,23,5,10.13
2024-07-21,C02,FERTILIZER,6,7,1,0,65,61,27,22.78
2024-07-21,C02,CEMENT,6,7,1,0,20,38,34,18.7
2024-07-21,C02,PETROLEUM,6,7,1,0,69,34,24,17.22
2024-07-21,C03,COAL,6,7,1,0,52,63,16,18.48
2024-07-21,C03,PETROLEUM,6,7,1,0,37,49,9,8.46
2024-07-21,C03,CONTAINER,6,7,1,0,56,37,20,12.69
2024-07-21,C03,CEMENT,6,7,1,0,93,23,18,13.62
2024-07-21,C03,IRON_ORE,6,7,1,0,91,41,22,9.07
2024-07-21,C03,CEMENT,6,7,1,0,6,74,29,18.73
2024-07-21,C04,FOOD_GRAINS,6,7,1,0,12,73,14,18.81
2024-07-21,C04,FOOD_GRAINS,6,7,1,0,84,69,21,25.04
2024-07-21,C04,IRON_ORE,6,7,1,0,100,31,17,17.91
2024-07-21,C04,FOOD_GRAINS,6,7,1,0,56,73,15,21.93
2024-07-21,C04,IRON_ORE,6,7,1,0,4,65,23,24.14
2024-07-21,C04,IRON_ORE,6,7,1,0,18,53,11,16.94
2024-07-21,C04,CEMENT,6,7,1,0,87,69,11,22.48
2024-07-21,C04,FERTILIZER,6,7,1,0,54,74,16,23.77
2024-07-21,C04,IRON_ORE,6,7,1,0,37,45,23,20.35
2024-07-21,C04,FOOD_GRAINS,6,7,1,0,76,28,14,13.78
2024-07-21,C05,COAL,6,7,1,0,60,37,33,25.63
2024-07-21,C05,COAL,6,7,1,0,47,83,28,35.78
2024-07-21,C05,FERTILIZER,6,7,1,0,58,100,28,29.85
2024-07-21,C05,FERTILIZER,6,7,1,0,88,87,15,27.38
2024-07-21,C05,CEMENT,6,7,1,0,11,49,20,17.59
2024-07-21,C05,IRON_ORE,6,7,1,0,28,32,11,8.68
2024-07-21,C05,FERTILIZER,6,7,1,0,36,72,27,24.46
2024-07-21,C05,FOOD_GRAINS,6,7,1,0,80,21,29,17.17
2024-07-21,C05,FERTILIZER,6,7,1,0,84,63,18,23.04
2024-07-21,C05,IRON_ORE,6,7,1,0,97,50,30,21.92
2024-07-21,C05,FOOD_GRAINS,6,7,1,0,26,70,26,23.22
2024-07-21,C05,PETROLEUM,6,7,1,0,76,66,5,16.47
2024-07-21,C05,CONTAINER,6,7,1,0,92,27,30,16.6
2024-07-21,C06,PETROLEUM,6,7,1,0,41,80,19,17.41
2024-07-21,C06,IRON_ORE,6,7,1,0,28,71,31,23.75
2024-07-21,C06,FERTILIZER,6,7,1,0,3,81,18,12.53
2024-07-21,C06,PETROLEUM,6,7,1,0,39,22,33,13.72
2024-07-21,C06,FERTILIZER,6,7,1,0,81,72,27,22.06
2024-07-21,C06,COAL,6,7,1,0,75,91,26,34.21
2024-07-21,C07,PETROLEUM,6,7,1,0,58,80,25,20.68
2024-07-21,C07,CONTAINER,6,7,1,0,23,54,25,19.54
2024-07-21,C07,FERTILIZER,6,7,1,0,18,80,10,21.9
2024-07-21,C07,PETROLEUM,6,7,1,0,12,63,32,19.93
2024-07-21,C07,CEMENT,6,7,1,0,98,75,9,24.69
2024-07-21,C07,COAL,6,7,1,0,63,84,29,36.37
2024-07-21,C07,CEMENT,6,7,1,0,8,93,5,22.92
2024-07-21,C07,FOOD_GRAINS,6,7,1,0,67,58,10,21.96
2024-07-21,C07,CEMENT,6,7,1,0,59,62,19,21.07
2024-07-21,C07,IRON_ORE,6,7,1,0,54,82,16,23.15
2024-07-21,C08,CONTAINER,6,7,1,0,88,67,27,23.33
2024-07-21,C08,IRON_ORE,6,7,1,0,50,31,22,12.92
2024-07-21,C08,FERTILIZER,6,7,1,0,20,81,18,18.43
2024-07-21,C08,PETROLEUM,6,7,1,0,80,52,13,15.19
2024-07-21,C08,IRON_ORE,6,7,1,0,68,32,20,15.95
2024-07-21,C08,CONTAINER,6,7,1,0,35,58,26,19.28
2024-07-21,C08,CEMENT,6,7,1,0,90,52,32,23.3
2024-07-21,C08,CONTAINER,6,7,1,0,41,99,28,32.48
2024-07-21,C08,PETROLEUM,6,7,1,0,90,35,28,17.51
2024-07-21,C08,PETROLEUM,6,7,1,0,90,72,31,21.57
2024-07-21,C09,PETROLEUM,6,7,1,0,41,62,5,12.83
2024-07-21,C09,CEMENT,6,7,1,0,93,28,29,20.22
2024-07-21,C09,COAL,6,7,1,0,8,62,16,24.64
2024-07-21,C09,IRON_ORE,6,7,1,0,49,82,32,37.05
2024-07-21,C09,PETROLEUM,6,7,1,0,41,31,19,12.49
2024-07-21,C09,PETROLEUM,6,7,1,0,25,54,10,11.58
2024-07-21,C09,PETROLEUM,6,7,1,0,28,85,20,21.98
2024-07-21,C10,PETROLEUM,6,7,1,0,85,98,28,34.48
2024-07-21,C10,CONTAINER,6,7,1,0,72,97,30,32.83
2024-07-21,C10,PETROLEUM,6,7,1,0,96,77,20,23.53
2024-07-21,C10,COAL,6,7,1,0,19,27,29,15.19
2024-07-21,C10,CEMENT,6,7,1,0,99,57,24,21.94
2024-07-21,C10,IRON_ORE,6,7,1,0,48,42,5,12.48
2024-07-21,C10,COAL,6,7,1,0,71,24,15,12.85
2024-07-21,C10,PETROLEUM,6,7,1,0,60,83,16,22.7
2024-07-21,C10,FERTILIZER,6,7,1,0,59,88,15,25.54
2024-07-21,C10,CONTAINER,6,7,1,0,14,99,24,29.98
2024-07-21,C10,IRON_ORE,6,7,1,0,48,27,13,13.08
2024-07-21,C10,FERTILIZER,6,7,1,0,92,25,24,16.14
2024-07-22,C01,CONTAINER,0,7,0,0,49,74,28,27.38
2024-07-22,C01,CONTAINER,0,7,0,0,82,57,13,15.72
2024-07-22,C01,IRON_ORE,0,7,0,0,12,81,5,18.74
2024-07-22,C01,CONTAINER,0,7,0,0,93,55,23,25.03
2024-07-22,C01,FOOD_GRAINS,0,7,0,0,29,87,24,23.04
2024-07-22,C01,CONTAINER,0,7,0,0,87,70,30,32.83
2024-07-22,C01,COAL,0,7,0,0,18,66,29,23.95
2024-07-22,C01,CONTAINER,0,7,0,0,75,34,29,20.57
2024-07-22,C01,FOOD_GRAINS,0,7,0,0,38,53,26,15.49
2024-07-22,C01,FOOD_GRAINS,0,7,0,0,21,61,25,18.32
2024-07-22,C02,CEMENT,0,7,0,0,99,72,31,30.61
2024-07-22,C02,CONTAINER,0,7,0,0,49,38,17,22.59
2024-07-22,C02,CEMENT,0,7,0,0,55,42,26,17.12
2024-07-22,C02,FERTILIZER,0,7,0,0,65,64,7,25.9
2024-07-22,C02,CONTAINER,0,7,0,0,12,25,15,11.1
2024-07-22,C02,COAL,0,7,0,0,88,46,17,25.22
2024-07-22,C02,FOOD_GRAINS,0,7,0,0,38,56,27,18.71
2024-07-22,C02,CONTAINER,0,7,0,0,67,41,29,24.96
2024-07-22,C03,COAL,0,7,0,0,80,44,13,21.5
2024-07-22,C03,IRON_ORE,0,7,0,0,74,83,13,21.38
2024-07-22,C03,CEMENT,0,7,0,0,93,95,22,27.32
2024-07-22,C03,CONTAINER,0,7,0,0,2,23,28,13.81
2024-07-22,C03,COAL,0,7,0,0,26,85,9,19.54
2024-07-22,C03,FOOD_GRAINS,0,7,0,0,71,66,18,19.18
2024-07-22,C03,IRON_ORE,0,7,0,0,65,23,30,24.0
2024-07-22,C04,CONTAINER,0,7,0,0,27,53,26,29.55
2024-07-22,C04,CEMENT,0,7,0,0,84,93,22,33.43
2024-07-22,C04,CEMENT,0,7,0,0,79,39,8,13.96
2024-07-22,C04,CEMENT,0,7,0,0,20,86,7,23.68
2024-07-22,C04,COAL,0,7,0,0,19,77,21,29.47
2024-07-22,C04,CEMENT,0,7,0,0,59,23,6,10.29
2024-07-22,C04,FERTILIZER,0,7,0,0,23,94,20,33.29
2024-07-22,C04,FERTILIZER,0,7,0,0,18,89,21,28.66
2024-07-22,C04,COAL,0,7,0,0,68,30,35,31.12
2024-07-22,C04,CONTAINER,0,7,0,0,0,73,33,29.81
2024-07-22,C04,FERTILIZER,0,7,0,0,17,54,18,19.56
2024-07-22,C04,FERTILIZER,0,7,0,0,100,83,10,25.66
2024-07-22,C04,IRON_ORE,0,7,0,0,9,80,31,34.14
2024-07-22,C04,FERTILIZER,0,7,0,0,31,72,21,24.26
2024-07-22,C04,PETROLEUM,0,7,0,0,81,60,17,26.82
2024-07-22,C05,CEMENT,0,7,0,0,90,99,23,31.12
2024-07-22,C05,CONTAINER,0,7,0,0,44,51,14,18.9
2024-07-22,C05,PETROLEUM,0,7,0,0,45,72,33,19.87
2024-07-22,C05,FOOD_GRAINS,0,7,0,0,64,95,12,22.23
2024-07-22,C05,FERTILIZER,0,7,0,0,76,67,18,21.26
2024-07-22,C05,FERTILIZER,0,7,0,0,33,93,31,30.06
2024-07-22,C05,IRON_ORE,0,7,0,0,43,59,23,19.58
2024-07-22,C05,COAL,0,7,0,0,95,42,10,23.75
2024-07-22,C06,FERTILIZER,0,7,0,0,73,32,11,9.12
2024-07-22,C06,CONTAINER,0,7,0,0,71,33,5,11.3
2024-07-22,C06,CONTAINER,0,7,0,0,25,100,32,30.38
2024-07-22,C06,FERTILIZER,0,7,0,0,97,65,15,22.92
2024-07-22,C06,IRON_ORE,0,7,0,0,20,27,30,18.15
2024-07-22,C06,CONTAINER,0,7,0,0,7,84,24,26.33
2024-07-22,C06,CEMENT,0,7,0,0,1,22,7,4.94
2024-07-22,C06,PETROLEUM,0,7,0,0,98,93,6,18.46
2024-07-22,C06,CONTAINER,0,7,0,0,84,40,28,19.53
2024-07-22,C06,COAL,0,7,0,0,99,25,21,18.96
2024-07-22,C06,FERTILIZER,0,7,0,0,38,57,26,18.51
2024-07-22,C06,PETROLEUM,0,7,0,0,6,33,30,15.22
2024-07-22,C07,COAL,0,7,0,0,87,70,23,33.95
2024-07-22,C07,CONTAINER,0,7,0,0,62,79,8,26.53
2024-07-22,C07,PETROLEUM,0,7,0,0,77,22,27,22.33
2024-07-22,C07,CONTAINER,0,7,0,0,55,36,19,17.46
2024-07-22,C07,FERTILIZER,0,7,0,0,99,21,35,23.91
2024-07-22,C07,FOOD_GRAINS,0,7,0,0,86,37,33,23.68
2024-07-22,C08,FERTILIZER,0,7,0,0,47,76,10,20.88
2024-07-22,C08,COAL,0,7,0,0,17,53,13,19.77
2024-07-22,C08,CEMENT,0,7,0,0,54,62,17,22.77
2024-07-22,C08,CEMENT,0,7,0,0,99,39,34,23.02
2024-07-22,C09,CEMENT,0,7,0,0,70,76,9,28.0
2024-07-22,C09,PETROLEUM,0,7,0,0,21,56,34,25.95
2024-07-22,C09,IRON_ORE,0,7,0,0,59,43,34,29.44
2024-07-22,C09,PETROLEUM,0,7,0,0,52,39,27,19.19
2024-07-22,C09,CONTAINER,0,7,0,0,83,68,6,29.47
2024-07-22,C09,PETROLEUM,0,7,0,0,78,97,11,27.45
2024-07-22,C09,FOOD_GRAINS,0,7,0,0,11,62,32,28.05
2024-07-22,C09,CEMENT,0,7,0,0,42,92,26,39.38
2024-07-22,C09,CEMENT,0,7,0,0,38,35,17,16.8
2024-07-22,C09,FERTILIZER,0,7,0,0,47,36,35,27.28
2024-07-22,C09,COAL,0,7,0,0,2,95,7,31.06
2024-07-22,C10,COAL,0,7,0,0,1,93,16,32.01
2024-07-22,C10,FOOD_GRAINS,0,7,0,0,21,27,16,9.29
2024-07-22,C10,FERTILIZER,0,7,0,0,12,81,26,26.29
2024-07-22,C10,PETROLEUM,0,7,0,0,73,98,33,33.05
2024-07-22,C10,CONTAINER,0,7,0,0,51,69,29,32.58
2024-07-22,C10,COAL,0,7,0,0,96,73,22,30.22
2024-07-22,C10,IRON_ORE,0,7,0,0,67,87,27,36.17
2024-07-22,C10,FOOD_GRAINS,0,7,0,0,57,81,23,24.18
2024-07-22,C10,FOOD_GRAINS,0,7,0,0,98,82,25,26.44
2024-07-22,C10,PETROLEUM,0,7,0,0,14,20,10,8.22
2024-07-22,C10,COAL,0,7,0,0,51,96,27,40.33
2024-07-23,C01,CEMENT,1,7,0,0,100,45,7,13.12
2024-07-23,C01,PETROLEUM,1,7,0,0,0,20,22,10.23
2024-07-23,C01,PETROLEUM,1,7,0,0,59,28,8,16.06
2024-07-23,C01,IRON_ORE,1,7,0,0,93,27,25,22.53
2024-07-23,C01,FOOD_GRAINS,1,7,0,0,30,23,17,5.57
2024-07-23,C01,PETROLEUM,1,7,0,0,78,23,23,13.51
2024-07-23,C01,CONTAINER,1,7,0,0,57,57,16,21.98
2024-07-23,C01,CEMENT,1,7,0,0,8,83,26,20.43
2024-07-23,C02,IRON_ORE,1,7,0,0,30,42,22,16.37
2024-07-23,C02,CONTAINER,1,7,0,0,53,56,9,18.07
2024-07-23,C02,FERTILIZER,1,7,0,0,56,62,12,23.45
2024-07-23,C02,PETROLEUM,1,7,0,0,5,72,29,20.41
2024-07-23,C02,CEMENT,1,7,0,0,59,56,9,16.03
2024-07-23,C02,PETROLEUM,1,7,0,0,94,85,25,28.19
2024-07-23,C02,COAL,1,7,0,0,55,34,7,16.48
2024-07-23,C02,FOOD_GRAINS,1,7,0,0,80,45,34,22.66
2024-07-23,C03,PETROLEUM,1,7,0,0,19,95,14,17.14
2024-07-23,C03,CEMENT,1,7,0,0,59,56,9,17.79
2024-07-23,C03,COAL,1,7,0,0,91,98,10,36.19
2024-07-23,C03,FERTILIZER,1,7,0,0,48,65,10,23.55
2024-07-23,C03,FERTILIZER,1,7,0,0,86,23,31,19.72
2024-07-23,C03,COAL,1,7,0,0,64,47,11,17.67
2024-07-23,C03,PETROLEUM,1,7,0,0,75,59,33,21.66
2024-07-23,C03,PETROLEUM,1,7,0,0,51,22,10,9.47
2024-07-23,C04,IRON_ORE,1,7,0,0,61,24,34,24.04
2024-07-23,C04,COAL,1,7,0,0,5,22,33,21.35
2024-07-23,C04,FOOD_GRAINS,1,7,0,0,16,53,10,13.21
2024-07-23,C04,FOOD_GRAINS,1,7,0,0,28,73,33,27.5
2024-07-23,C04,FERTILIZER,1,7,0,0,46,35,32,24.75
2024-07-23,C04,FERTILIZER,1,7,0,0,57,40,28,21.6
2024-07-23,C04,COAL,1,7,0,0,54,68,29,38.69
2024-07-23,C04,PETROLEUM,1,7,0,0,9,42,22,19.64
2024-07-23,C05,CEMENT,1,7,0,0,96,82,31,35.0
2024-07-23,C05,CEMENT,1,7,0,0,37,38,33,20.01
2024-07-23,C05,IRON_ORE,1,7,0,0,12,75,24,25.01
2024-07-23,C05,CEMENT,1,7,0,0,88,34,9,19.72
2024-07-23,C05,FOOD_GRAINS,1,7,0,0,67,77,31,24.5
2024-07-23,C05,FERTILIZER,1,7,0,0,14,36,31,19.75
2024-07-23,C05,COAL,1,7,0,0,43,78,19,30.99
2024-07-23,C06,IRON_ORE,1,7,0,0,79,80,31,25.88
2024-07-23,C06,CONTAINER,1,7,0,0,5,76,27,21.2
2024-07-23,C06,FOOD_GRAINS,1,7,0,0,68,36,16,12.88
2024-07-23,C06,FERTILIZER,1,7,0,0,66,52,18,17.81
2024-07-23,C06,FERTILIZER,1,7,0,0,50,81,19,22.32
2024-07-23,C06,PETROLEUM,1,7,0,0,38,86,11,19.63
2024-07-23,C06,FERTILIZER,1,7,0,0,42,55,12,17.61
2024-07-23,C06,FOOD_GRAINS,1,7,0,0,16,98,11,19.15
2024-07-23,C06,CEMENT,1,7,0,0,45,79,19,24.32
2024-07-23,C06,FOOD_GRAINS,1,7,0,0,70,53,23,19.47
2024-07-23,C06,FERTILIZER,1,7,0,0,98,43,10,13.12
2024-07-23,C06,FOOD_GRAINS,1,7,0,0,66,80,19,18.08
2024-07-23,C06,CEMENT,1,7,0,0,100,47,18,17.59
2024-07-23,C07,FERTILIZER,1,7,0,0,18,94,17,29.49
2024-07-23,C07,PETROLEUM,1,7,0,0,10,99,33,29.61
2024-07-23,C07,CEMENT,1,7,0,0,17,41,19,17.23
2024-07-23,C07,FERTILIZER,1,7,0,0,94,78,23,27.57
2024-07-23,C07,IRON_ORE,1,7,0,0,34,31,18,17.25
2024-07-23,C07,CONTAINER,1,7,0,0,46,61,9,28.46
2024-07-23,C07,COAL,1,7,0,0,27,51,33,32.68
2024-07-23,C07,FERTILIZER,1,7,0,0,43,63,33,24.14
2024-07-23,C07,FOOD_GRAINS,1,7,0,0,14,49,15,9.79
2024-07-23,C07,COAL,1,7,0,0,9,49,8,16.0
2024-07-23,C07,CEMENT,1,7,0,0,66,86,28,33.7
2024-07-23,C08,IRON_ORE,1,7,0,0,25,54,5,13.46
